accession,pfam,pfam_name,length,entropy,effective_alphabet,is_rbd
O75821,PF00076,RRM_1,63,3.85403201250217,14.460364490916804,True
O80678,PF00076,RRM_1,62,3.9724097716243456,15.69692185954149,True
O80678,PF00076,RRM_1,70,3.8897379316519896,14.822716170578255,True
O81126,PF00076,RRM_1,58,3.634675660635314,12.4207093253851,True
O81127,PF00076,RRM_1,58,3.7053629963268633,13.044439015313094,True
O88477,PF00076,RRM_1,65,4.095713206609709,17.09749670964694,True
O88477,PF00076,RRM_1,66,3.967221106470161,15.640569141987278,True
O88569,PF00076,RRM_1,66,4.070835886198894,16.8052009194946,True
O88569,PF00076,RRM_1,59,3.7129266346441314,13.113006869643106,True
O89086,PF00076,RRM_1,71,3.944657684645698,15.397857130788362,True
O95104,PF00076,RRM_1,64,4.144247562960808,17.682465764603627,True
O95319,PF00076,RRM_1,68,4.108381556174385,17.24829145227013,True
O95319,PF00076,RRM_1,65,4.075418646317655,16.858667973067718,True
O95319,PF00076,RRM_1,71,4.00390614966467,16.043379285031875,True
O95628,PF00076,RRM_1,58,3.963320384577042,15.598337689702374,True
P04147,PF00076,RRM_1,70,4.041723783095563,16.469487801920664,True
P04147,PF00076,RRM_1,69,3.81908591461578,14.114302345632879,True
P04147,PF00076,RRM_1,69,3.764484067736212,13.590099066720036,True
P04147,PF00076,RRM_1,69,3.931524465349697,15.258322600123812,True
P05455,PF00076,RRM_1,66,4.007245174417665,16.08055365533575,True
P06103,PF00076,RRM_1,55,3.8138506333689395,14.063176895487821,True
P07909,PF00076,RRM_1,67,4.073207944597,16.832854516289363,True
P07909,PF00076,RRM_1,62,3.796702465340779,13.897008612967337,True
P07910,PF00076,RRM_1,63,3.8637649974559345,14.558249579202698,True
P08579,PF00076,RRM_1,71,4.027983698179411,16.31337859291341,True
P08579,PF00076,RRM_1,60,3.8707074231181076,14.628474493493076,True
P08621,PF00076,RRM_1,70,3.9125040465581797,15.058477908950127,True
P09012,PF00076,RRM_1,71,3.9279380929880503,15.220439288036129,True
P09012,PF00076,RRM_1,63,3.891564202606937,14.84149175119623,True
P09405,PF00076,RRM_1,69,3.7029118214128305,13.02229500450725,True
P09405,PF00076,RRM_1,62,3.721801848069921,13.193924488206838,True
P09405,PF00076,RRM_1,67,3.9648329456590883,15.614699990946065,True
P09405,PF00076,RRM_1,67,3.615598232629884,12.257545676943927,True
P09651,PF00076,RRM_1,67,4.0510185801489,16.575937693404416,True
P09651,PF00076,RRM_1,60,3.751619972655997,13.469458734504684,True
P0C7P1,PF00076,RRM_1,70,3.827488605633425,14.196748160780256,True
P0CB38,PF00076,RRM_1,71,3.9817271838816053,15.798625953239814,True
P0CB38,PF00076,RRM_1,67,3.9393179315613764,15.340971384894571,True
P0CB38,PF00076,RRM_1,68,3.8231796146443844,14.154409070826894,True
P0CB38,PF00076,RRM_1,68,3.965728562208644,15.624396513818652,True
P0CJ66,PF00076,RRM_1,51,3.8161305485782195,14.08541874013775,True
P0DJD3,PF00076,RRM_1,70,3.827488605633425,14.196748160780256,True
P0DJD4,PF00076,RRM_1,70,3.827488605633425,14.196748160780256,True
P0DMR1,PF00076,RRM_1,62,3.8666814399800917,14.587709195483818,True
P10080,PF00076,RRM_1,75,3.8664916514682144,14.585790288546308,True
P11940,PF00076,RRM_1,70,4.103744360099792,17.19293997425674,True
P11940,PF00076,RRM_1,67,3.9887215743092455,15.875405905004818,True
P11940,PF00076,RRM_1,69,3.8590118204442354,14.510364150320042,True
P11940,PF00076,RRM_1,68,3.9496060932018864,15.450762082033883,True
P13469,PF00076,RRM_1,67,3.7763579331249137,13.702411704013336,True
P13469,PF00076,RRM_1,65,3.83075897720152,14.228966546072073,True
P13469,PF00076,RRM_1,65,3.7060815682233907,13.050937756716705,True
P13469,PF00076,RRM_1,44,3.7633136531125095,13.579078303543206,True
P14866,PF00076,RRM_1,50,3.78649576096236,13.799037742301287,True
P16914,PF00076,RRM_1,35,3.747439360470672,13.43048371023138,True
P16914,PF00076,RRM_1,37,3.7836455953002077,13.77180349071877,True
P16914,PF00076,RRM_1,68,3.900888622220036,14.93772586385455,True
P16914,PF00076,RRM_1,70,4.086884632505995,16.99318804121681,True
P17133,PF00076,RRM_1,70,3.914629540920708,15.080679620336449,True
P18615,PF00076,RRM_1,55,4.03156278702416,16.353899641311518,True
P19018,PF00076,RRM_1,69,4.070794617153128,16.804720204813517,True
P19338,PF00076,RRM_1,69,3.7762653574797906,13.701532468368276,True
P19338,PF00076,RRM_1,62,3.7348886104865726,13.314151739000987,True
P19338,PF00076,RRM_1,67,3.860063542544851,14.520946036413656,True
P19338,PF00076,RRM_1,67,3.625937895406904,12.345709935557977,True
P19339,PF00076,RRM_1,71,4.051018515410393,16.575936949587184,True
P19339,PF00076,RRM_1,62,3.9201135049279277,15.138113301220715,True
P19426,PF00076,RRM_1,55,4.03156278702416,16.353899641311518,True
P21187,PF00076,RRM_1,71,3.9794671015754295,15.773895680766856,True
P21187,PF00076,RRM_1,69,3.8605592921288303,14.525936689142497,True
P21187,PF00076,RRM_1,65,3.7157614218094013,13.138798271924143,True
P21187,PF00076,RRM_1,69,3.9690620083320582,15.66053949598431,True
P22626,PF00076,RRM_1,66,4.070835886198894,16.8052009194946,True
P22626,PF00076,RRM_1,59,3.7129266346441314,13.113006869643106,True
P23246,PF00076,RRM_1,65,3.8093169460624425,14.019052552226647,True
P23246,PF00076,RRM_1,60,3.826026530101166,14.182367988040651,True
P23588,PF00076,RRM_1,69,3.659544374798483,12.636669505689293,True
P25299,PF00076,RRM_1,71,4.045156669290308,16.508723534282115,True
P25555,PF00076,RRM_1,68,3.9618364665249617,15.582301899541866,True
P25555,PF00076,RRM_1,69,4.095944435899645,17.100237246454455,True
P25555,PF00076,RRM_1,69,3.971916892064827,15.691560109283188,True
P26368,PF00076,RRM_1,74,3.9062317869995753,14.993151793792975,True
P26368,PF00076,RRM_1,70,3.842611355897035,14.34634530697321,True
P26368,PF00076,RRM_1,60,3.9355917460279306,15.30139992523824,True
P26369,PF00076,RRM_1,74,3.9062317869995753,14.993151793792975,True
P26369,PF00076,RRM_1,70,3.842611355897035,14.34634530697321,True
P26369,PF00076,RRM_1,60,3.9355917460279306,15.30139992523824,True
P26378,PF00076,RRM_1,71,3.990952846304895,15.899977802625575,True
P26378,PF00076,RRM_1,66,3.906761319179039,14.998655946330508,True
P26378,PF00076,RRM_1,70,4.0317685543524195,16.35623231601328,True
P26686,PF00076,RRM_1,62,3.5569982226246415,11.769639466844545,True
P26686,PF00076,RRM_1,66,4.004356862518522,16.048392185671702,True
P27476,PF00076,RRM_1,70,3.918309360223418,15.119194349983452,True
P27476,PF00076,RRM_1,71,4.049286782221462,16.556052027129198,True
P28659,PF00076,RRM_1,66,4.174208053336662,18.053517537939626,True
P28659,PF00076,RRM_1,65,3.9880753231889456,15.86829615481709,True
P28659,PF00076,RRM_1,71,4.00390614966467,16.043379285031875,True
P29341,PF00076,RRM_1,70,4.103744360099792,17.19293997425674,True
P29341,PF00076,RRM_1,67,3.9887215743092455,15.875405905004818,True
P29341,PF00076,RRM_1,69,3.8560146306540837,14.480250252446917,True
P29341,PF00076,RRM_1,68,3.9496060932018864,15.450762082033883,True
P29558,PF00076,RRM_1,61,3.8773212561500765,14.695690636477954,True
P29558,PF00076,RRM_1,65,4.040675506098075,16.457525249932424,True
P31483,PF00076,RRM_1,69,4.1302129572996495,17.51128388318465,True
P31483,PF00076,RRM_1,71,3.985818649451369,15.843494256988992,True
P31483,PF00076,RRM_1,65,4.031597191239875,16.35428964043391,True
P32067,PF00076,RRM_1,68,3.985611696374043,15.841221687502083,True
P32385,PF00076,RRM_1,71,3.7082199741760644,13.070296592511447,True
P32588,PF00076,RRM_1,68,3.8103718134318787,14.029306728200922,True
P32588,PF00076,RRM_1,71,3.9062202768541407,14.99303217553384,True
P32588,PF00076,RRM_1,64,3.9701030781525795,15.671844448517462,True
P32605,PF00076,RRM_1,62,3.7362630892350785,13.326842389644876,True
P32831,PF00076,RRM_1,72,3.827087460728396,14.192801268778275,True
P32831,PF00076,RRM_1,65,3.790847337520728,13.840722380298343,True
P32843,PF00076,RRM_1,67,3.978214989722368,15.760211490495406,True
P33240,PF00076,RRM_1,71,4.002991620562266,16.033212557160816,True
P33399,PF00076,RRM_1,51,3.895888892282716,14.886048044982738,True
P34217,PF00076,RRM_1,71,3.9429259514567665,15.379385463334733,True
P34541,PF00076,RRM_1,52,3.961908410565937,15.583078974174612,True
P34761,PF00076,RRM_1,72,3.950390801819751,15.459168324338057,True
P35637,PF00076,RRM_1,79,3.9507735146420124,15.46326981951494,True
P36036,PF00076,RRM_1,66,3.900984695380751,14.938720642572294,True
P37838,PF00076,RRM_1,69,3.8551363643696117,14.471437825006939,True
P37838,PF00076,RRM_1,70,3.941774319919139,15.367113765124309,True
P37838,PF00076,RRM_1,60,3.9600572631006057,15.563096872992528,True
P38159,PF00076,RRM_1,71,3.8201683812475324,14.124896403300207,True
P38741,PF00076,RRM_1,53,3.7572511720372663,13.522136138622159,True
P38741,PF00076,RRM_1,67,3.8771158270981045,14.693598228322275,True
P38760,PF00076,RRM_1,70,3.891164581224988,14.837381280222282,True
P38760,PF00076,RRM_1,58,3.9312808923369786,15.25574672526198,True
P38760,PF00076,RRM_1,68,3.861370799084239,14.534109736289878,True
P38922,PF00076,RRM_1,68,3.959987980950362,15.562349508583878,True
P38922,PF00076,RRM_1,69,3.969770981306944,15.668237330602775,True
P38922,PF00076,RRM_1,69,3.8800517264468954,14.723530298590903,True
P38996,PF00076,RRM_1,58,3.966764021477383,15.635614569578983,True
P39684,PF00076,RRM_1,71,3.8582907070218906,14.503113135077447,True
P39684,PF00076,RRM_1,57,3.884897690661979,14.773069295972933,True
P39684,PF00076,RRM_1,68,3.8145421660690277,14.069919469339924,True
P39697,PF00076,RRM_1,70,3.908723153608317,15.01906559246482,True
P40561,PF00076,RRM_1,69,3.9483567050294606,15.437387361432105,True
P40565,PF00076,RRM_1,71,3.866463542906728,14.585506110963653,True
P42696,PF00076,RRM_1,32,3.676108500731241,12.782591967124164,True
P42696,PF00076,RRM_1,70,3.976610918458385,15.742698119547537,True
P42731,PF00076,RRM_1,71,3.9397490149894066,15.345556017458488,True
P42731,PF00076,RRM_1,69,3.892307532496127,14.849140607450458,True
P42731,PF00076,RRM_1,69,3.7744436615511994,13.68424241518166,True
P42731,PF00076,RRM_1,69,3.860933662403655,14.52970656731557,True
P43332,PF00076,RRM_1,71,3.9129865568219393,15.063515068650958,True
P43332,PF00076,RRM_1,60,3.8621064807075083,14.541523086888294,True
P43607,PF00076,RRM_1,79,3.9029958246316676,14.95955986882842,True
P47135,PF00076,RRM_1,50,3.6843728207539823,12.856025768619276,True
P48809,PF00076,RRM_1,69,4.0394207470606585,16.443217824960893,True
P48809,PF00076,RRM_1,66,3.83432618204076,14.264192591943802,True
P48810,PF00076,RRM_1,68,4.066637799378851,16.756370678877005,True
P48810,PF00076,RRM_1,59,3.8161599077836836,14.085705384854018,True
P49312,PF00076,RRM_1,67,4.0510185801489,16.575937693404416,True
P49312,PF00076,RRM_1,60,3.751619972655997,13.469458734504684,True
P49756,PF00076,RRM_1,69,3.927082342357568,15.211413792017094,True
P49960,PF00076,RRM_1,67,3.9775904527079446,15.753390433378659,True
P49960,PF00076,RRM_1,70,4.0379428901457,16.42638247151975,True
P49960,PF00076,RRM_1,71,3.8641424578872847,14.562059034380717,True
P51991,PF00076,RRM_1,59,4.000138771720519,16.001539101650422,True
P51991,PF00076,RRM_1,64,3.7881591828541024,13.814957156051882,True
P52272,PF00076,RRM_1,70,3.9472106114563354,15.425128592834808,True
P52272,PF00076,RRM_1,69,3.9599433056785696,15.561867603947308,True
P52272,PF00076,RRM_1,68,4.0341847685623735,16.383648555988604,True
P52298,PF00076,RRM_1,70,3.9775777117288045,15.753251309913946,True
P52756,PF00076,RRM_1,64,4.097678031846025,17.120797877409633,True
P52756,PF00076,RRM_1,61,3.825073862581338,14.17300591151738,True
P52912,PF00076,RRM_1,69,4.1302129572996495,17.51128388318465,True
P52912,PF00076,RRM_1,71,3.985818649451369,15.843494256988992,True
P52912,PF00076,RRM_1,65,3.9986478150848552,15.985010814918333,True
P53316,PF00076,RRM_1,70,3.7798724391989755,13.735832428852762,True
P53316,PF00076,RRM_1,36,3.67619062614183,12.783319636842116,True
P53316,PF00076,RRM_1,32,3.7775182662886326,13.713436735478547,True
P53617,PF00076,RRM_1,56,3.8934750668837887,14.86116248236128,True
P53830,PF00076,RRM_1,78,4.00294247805669,16.03266642731633,True
P53830,PF00076,RRM_1,53,3.9880525411940555,15.86804557615887,True
P53883,PF00076,RRM_1,71,3.95669645890307,15.526884337030792,True
P53927,PF00076,RRM_1,70,3.9880319962410793,15.867819606068402,True
P55884,PF00076,RRM_1,51,3.751363215480572,13.467061781334005,True
P56959,PF00076,RRM_1,79,3.9507735146420124,15.46326981951494,True
P57052,PF00076,RRM_1,69,3.956674284096213,15.52664568436653,True
P59708,PF00076,RRM_1,67,4.06228555779313,16.705897169540197,True
P60824,PF00076,RRM_1,71,3.8837748114536725,14.761575585920395,True
P62995,PF00076,RRM_1,69,3.8910318926037375,14.83601670830911,True
P62996,PF00076,RRM_1,69,3.8910318926037375,14.83601670830911,True
P70318,PF00076,RRM_1,33,3.8966879684212654,14.894295373954236,True
P70318,PF00076,RRM_1,37,4.046762824854521,16.52711296712511,True
P70318,PF00076,RRM_1,71,4.029792726091122,16.333847137260456,True
P70318,PF00076,RRM_1,65,4.0238089231371585,16.266240257749566,True
P70372,PF00076,RRM_1,71,3.961741100936628,15.58127190620812,True
P70372,PF00076,RRM_1,67,4.009900856236012,16.110181651520385,True
P70372,PF00076,RRM_1,69,4.0171655796216745,16.19150942629877,True
P84103,PF00076,RRM_1,66,3.760377931718998,13.551474508365848,True
P84104,PF00076,RRM_1,66,3.760377931718998,13.551474508365848,True
P86049,PF00076,RRM_1,65,3.899484168114886,14.923191162133108,True
P86049,PF00076,RRM_1,62,3.8394139485008822,14.314585083674515,True
P86049,PF00076,RRM_1,64,4.005238235582063,16.058199484989462,True
P90978,PF00076,RRM_1,69,3.86711711273269,14.592115135037742,True
P90978,PF00076,RRM_1,60,3.996137213706948,15.957217629167273,True
P92204,PF00076,RRM_1,54,3.868804697867834,14.60919417409347,True
P92964,PF00076,RRM_1,57,3.7749913308989904,13.689438151348202,True
P92964,PF00076,RRM_1,63,3.9155724401781367,15.090539090945155,True
P92965,PF00076,RRM_1,59,3.5320151359031864,11.567579715934892,True
P92965,PF00076,RRM_1,63,3.9453232811452352,15.404962668719001,True
P92966,PF00076,RRM_1,58,3.619493168889861,12.290682869732278,True
P92966,PF00076,RRM_1,63,3.9596672828522275,15.55889052308598,True
P97343,PF00076,RRM_1,54,3.881581659643627,14.73915242622827,True
P97379,PF00076,RRM_1,57,3.731022253237998,13.278518185938118,True
P97855,PF00076,RRM_1,55,3.6215976705397415,12.308624732977322,True
P98175,PF00076,RRM_1,59,3.9139146100665676,15.073208206168074,True
P98179,PF00076,RRM_1,71,3.9405662190759325,15.354250858104784,True
Q00539,PF00076,RRM_1,72,4.037660508766315,16.42316761981012,True
Q00539,PF00076,RRM_1,64,3.9663284700246706,15.630894870294526,True
Q00916,PF00076,RRM_1,58,3.702242745524146,13.016257080146913,True
Q01081,PF00076,RRM_1,51,3.889372460215663,14.818961674232145,True
Q01085,PF00076,RRM_1,69,4.148026001746505,17.728837090451208,True
Q01085,PF00076,RRM_1,71,4.029792726091122,16.333847137260456,True
Q01085,PF00076,RRM_1,65,4.0238089231371585,16.266240257749566,True
Q01130,PF00076,RRM_1,70,3.7863960925580447,13.798084470453947,True
Q01560,PF00076,RRM_1,62,3.698992441306207,12.986965253016209,True
Q01560,PF00076,RRM_1,67,3.90537044462929,14.984202998540718,True
Q01617,PF00076,RRM_1,66,3.8680052506244564,14.60110095665627,True
Q01844,PF00076,RRM_1,79,4.041016990549902,16.461421190518912,True
Q02427,PF00076,RRM_1,66,3.9437092267206624,15.387737583896996,True
Q02926,PF00076,RRM_1,68,4.072613857563655,16.82592434628421,True
Q02926,PF00076,RRM_1,62,3.8276107240515396,14.197949910114284,True
Q03250,PF00076,RRM_1,69,3.8504995522830145,14.425001385061735,True
Q03251,PF00076,RRM_1,70,3.8485867242057576,14.405888361949298,True
Q04047,PF00076,RRM_1,65,4.002761760764072,16.03065824226861,True
Q04047,PF00076,RRM_1,64,4.007813189275508,16.086886103624526,True
Q04067,PF00076,RRM_1,64,3.8480816497985697,14.400845874224453,True
Q04836,PF00076,RRM_1,70,3.8586453848699613,14.506679076018177,True
Q04836,PF00076,RRM_1,71,3.9017649866510955,14.946802535008242,True
Q05196,PF00076,RRM_1,70,3.8871549392607903,14.796201413076066,True
Q05196,PF00076,RRM_1,68,3.937036196550808,15.316727615910338,True
Q05196,PF00076,RRM_1,68,3.8568633507539922,14.48877131527492,True
Q05196,PF00076,RRM_1,69,3.9024388120724915,14.953785221996158,True
Q05519,PF00076,RRM_1,67,3.8672337795256526,14.593295207099942,True
Q05CL8,PF00076,RRM_1,62,4.0178235289625,16.198895341025153,True
Q06106,PF00076,RRM_1,45,3.6788795646524766,12.807167790915013,True
Q06106,PF00076,RRM_1,70,3.893290075587517,14.859257014204445,True
Q06106,PF00076,RRM_1,60,3.869309872466335,14.614310630356618,True
Q06106,PF00076,RRM_1,75,3.898884445373159,14.916988938565856,True
Q06106,PF00076,RRM_1,69,3.8543352407828753,14.463404116182499,True
Q07655,PF00076,RRM_1,71,3.9938632831548517,15.93208617548544,True
Q07955,PF00076,RRM_1,68,3.615613243205967,12.257673211713191,True
Q07955,PF00076,RRM_1,62,3.979685980952818,15.776289008730274,True
Q08170,PF00076,RRM_1,61,3.6659016339822124,12.692476061529108,True
Q08170,PF00076,RRM_1,66,4.031633666454586,16.35470312613264,True
Q08208,PF00076,RRM_1,67,4.0841949760671685,16.961536682149134,True
Q08473,PF00076,RRM_1,68,3.9525433129110006,15.482250726870818,True
Q08473,PF00076,RRM_1,69,3.840966711779938,14.330000072435107,True
Q08920,PF00076,RRM_1,70,3.9420030689334746,15.369550517675838,True
Q08925,PF00076,RRM_1,44,3.9019469592513696,14.948687950837222,True
Q08BH5,PF00076,RRM_1,65,3.993929790998234,15.932820657192446,True
Q08BH5,PF00076,RRM_1,62,3.900966875771588,14.93853612643292,True
Q08BH5,PF00076,RRM_1,64,4.001353078152579,16.01501315609083,True
Q08CK7,PF00076,RRM_1,66,3.9623319550060114,15.587654504826991,True
Q09293,PF00076,RRM_1,60,3.9569952879470023,15.530100792649444,True
Q09295,PF00076,RRM_1,69,3.964580117765167,15.611963802286278,True
Q09299,PF00076,RRM_1,69,3.9465747766756327,15.418331818737153,True
Q09301,PF00076,RRM_1,69,3.995387320940135,15.948925445201997,True
Q09442,PF00076,RRM_1,71,4.015030394819637,16.16756375978399,True
Q09442,PF00076,RRM_1,71,3.9720094946436775,15.692567339173543,True
Q09511,PF00076,RRM_1,69,3.8661760755403622,14.582600133463705,True
Q0E940,PF00076,RRM_1,52,3.894856729450117,14.875401768340536,True
Q0V7U7,PF00076,RRM_1,53,4.002903058993,16.032228369343468,True
Q0VBL3,PF00076,RRM_1,65,3.6871723364259603,12.880996803172302,True
Q0VBL3,PF00076,RRM_1,68,3.9769338954066473,15.746222840734312,True
Q0WMY5,PF00076,RRM_1,70,3.837015296341833,14.290805156763387,True
Q0WW84,PF00076,RRM_1,67,4.043984199211029,16.495312438573364,True
Q0WW84,PF00076,RRM_1,71,3.9977191262726928,15.97472428638592,True
Q0WW84,PF00076,RRM_1,64,3.79026284370997,13.835116082498287,True
Q10021,PF00076,RRM_1,62,3.976047876288581,15.736555398294193,True
Q10572,PF00076,RRM_1,67,3.9288759916408,15.23033734013981,True
